Bay,Date,Month,Day,Year,J_date,set,Site,Species,Length,weight,hatch.wild,oto.read,hatch.site,freezer.num,origin.certain,Fultons.K
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,42,0.6702,wild,n,.,.,y,0.90
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,42,0.673,wild,n,.,.,y,0.91
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,42,0.6977,wild,n,.,.,y,0.94
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,42,0.7827,wild,n,.,.,y,1.06
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,42,1.1662,wild,n,.,.,y,1.57
Kitoi,5/11/2023,May,11,2023,131,.,Pen1-36,pink salmon,42,0.5119,hatchery,n,Kitoi-KRAA,.,y,0.69
Kitoi,5/11/2023,May,11,2023,131,.,Pen1-36,pink salmon,42,0.5294,hatchery,n,Kitoi-KRAA,.,y,0.71
Kitoi,5/11/2023,May,11,2023,131,.,Pen1-36,pink salmon,42,0.5582,hatchery,n,Kitoi-KRAA,.,y,0.75
Cook,8/19/2023,Aug,19,2023,231,.,Lam North,pink salmon,43,0.9563,wild,y,.,011-23,y,1.20
Chief Cove,7/2/2022,July,2,2022,183,376,.,pink salmon,43,0.6296,wild,y,.,22-17,y,0.79
Cook,6/12/2022,June,12,2022,163,375,Lam South,pink salmon,43,0.512,wild,n,.,.,y,0.64
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,43,0.6261,wild,n,.,.,y,0.79
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,43,0.658,wild,n,.,.,y,0.83
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,43,0.6885,wild,n,.,.,y,0.87
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,43,0.6965,wild,n,.,.,y,0.88
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,43,0.7036,wild,n,.,.,y,0.88
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,43,0.7731,wild,n,.,.,y,0.97
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,43,0.7924,wild,n,.,.,y,1.00
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,43,0.6618,wild,n,.,.,y,0.83
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,43,0.7478,wild,n,.,.,y,0.94
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,43,0.8262,wild,n,.,.,y,1.04
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,43,0.842,wild,n,.,.,y,1.06
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,43,0.6357,wild,n,.,.,y,0.80
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,43,0.699,wild,n,.,.,y,0.88
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,43,0.7169,wild,n,.,.,y,0.90
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,43,0.7235,wild,n,.,.,y,0.91
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,43,0.9244,wild,n,.,.,y,1.16
Kitoi,5/11/2023,May,11,2023,131,.,Pen1-36,pink salmon,43,0.5588,hatchery,n,Kitoi-KRAA,.,y,0.70
Cook,5/8/2023,May,8,2023,128,444,Lam North,pink salmon,43,0.5411,wild,n,.,.,y,0.68
Point Wrangell,7/6/2022,July,6,2022,187,388,.,pink salmon,44,0.7371,wild,y,.,22-68,y,0.87
ALB,7/14/2022,July,14,2022,195,.,Lam #2,pink salmon,44,0.8482,wild,y,.,22-163,y,1.00
Cook,6/5/2023,June,5,2023,156,468,Lam North,pink salmon,44,0.7694,wild,y,.,23-010,y,0.90
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,44,0.6522,wild,n,.,.,y,0.77
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,44,0.7137,wild,n,.,.,y,0.84
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,44,0.6843,wild,n,.,.,y,0.80
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,44,0.7339,wild,n,.,.,y,0.86
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,44,0.7571,wild,n,.,.,y,0.89
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,44,0.8007,wild,n,.,.,y,0.94
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,44,0.7318,wild,n,.,.,y,0.86
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,44,0.7421,wild,n,.,.,y,0.87
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,44,0.7429,wild,n,.,.,y,0.87
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,44,0.7462,wild,n,.,.,y,0.88
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,44,0.9985,wild,n,.,.,y,1.17
Kitoi,5/11/2023,May,11,2023,131,.,Pen1-36,pink salmon,44,0.6192,hatchery,n,Kitoi-KRAA,.,y,0.73
Point Wrangell,7/9/2023,July,5,2023,186,496,.,pink salmon,45,0.686,hatchery,y,Kitoi-KRAA,080-23,y,0.75
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,45,0.7558,wild,n,.,.,y,0.83
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,45,0.8165,wild,n,.,.,y,0.90
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,45,0.8316,wild,n,.,.,y,0.91
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,45,0.818,wild,n,.,.,y,0.90
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,45,0.865,wild,n,.,.,y,0.95
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,45,0.7317,wild,n,.,.,y,0.80
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,45,0.8327,wild,n,.,.,y,0.91
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,45,0.8485,wild,n,.,.,y,0.93
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,45,0.9566,wild,n,.,.,y,1.05
Cook,5/8/2023,May,8,2023,128,444,Lam North,pink salmon,45,0.6025,wild,n,.,.,y,0.66
Point Wrangell,7/6/2022,July,6,2022,187,388,.,pink salmon,46,0.894,wild,y,.,22-69,y,0.92
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,46,0.9581,wild,n,.,.,y,0.98
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,46,0.8078,wild,n,.,.,y,0.83
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,46,0.8433,wild,n,.,.,y,0.87
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,46,0.9053,wild,n,.,.,y,0.93
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,46,0.9221,wild,n,.,.,y,0.95
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,46,0.9987,wild,n,.,.,y,1.03
Kitoi,5/11/2023,May,11,2023,131,.,Pen1-36,pink salmon,46,0.8702,hatchery,n,Kitoi-KRAA,.,y,0.89
Agripina,7/4/2022,July,4,2022,185,385,.,pink salmon,47,0.9844,hatchery,y,unsure,22-121,y,0.95
Point Wrangell,7/6/2022,July,6,2022,187,388,.,pink salmon,47,0.9041,wild,y,.,22-71,y,0.87
Point Wrangell,7/6/2022,July,6,2022,187,388,.,pink salmon,47,0.9916,wild,y,.,22-73,y,0.96
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,47,0.8443,wild,n,.,.,y,0.81
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,47,0.9701,wild,n,.,.,y,0.93
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,47,0.8197,wild,n,.,.,y,0.79
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,47,0.8566,wild,n,.,.,y,0.83
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,47,0.9969,wild,n,.,.,y,0.96
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,47,1.0022,wild,n,.,.,y,0.97
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,47,0.931,wild,n,.,.,y,0.90
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,47,0.9529,wild,n,.,.,y,0.92
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,47,0.9665,wild,n,.,.,y,0.93
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,47,0.9667,wild,n,.,.,y,0.93
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,47,0.9961,wild,n,.,.,y,0.96
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,47,1.0035,wild,n,.,.,y,0.97
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,47,1.0722,wild,n,.,.,y,1.03
Agripina,7/4/2022,July,4,2022,185,382,.,pink salmon,48,0.9965,wild,y,.,22-62,y,0.90
Cook,6/5/2023,June,5,2023,156,468,Lam North,pink salmon,48,0.9212,wild,y,.,23-004,y,0.83
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,48,0.9648,wild,n,.,.,y,0.87
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,48,0.9871,wild,n,.,.,y,0.89
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,48,1.0245,wild,n,.,.,y,0.93
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,48,0.8878,wild,n,.,.,y,0.80
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,48,0.8905,wild,n,.,.,y,0.81
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,48,1.0246,wild,n,.,.,y,0.93
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,48,1.5335,wild,n,.,.,y,1.39
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,48,0.9228,wild,n,.,.,y,0.83
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,48,0.9641,wild,n,.,.,y,0.87
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,48,1.015,wild,n,.,.,y,0.92
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,48,1.0183,wild,n,.,.,y,0.92
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,48,1.0628,wild,n,.,.,y,0.96
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,48,1.0819,wild,n,.,.,y,0.98
Point Wrangell,7/6/2022,July,6,2022,187,388,.,pink salmon,49,1.0628,wild,y,.,22-70,y,0.90
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,49,1.0478,wild,n,.,.,y,0.89
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,49,0.8304,wild,n,.,.,y,0.71
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,49,0.9832,wild,n,.,.,y,0.84
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,49,1.0827,wild,n,.,.,y,0.92
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,50,0.8673,hatchery,y,VFDA,22-146,y,0.69
Fox,7/10/2022,July,10,2022,191,400,.,pink salmon,50,1.1991,hatchery,y,VFDA,22-46,y,0.96
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,50,1.0317,wild,y,.,146-23,y,0.83
Cook,6/5/2023,June,5,2023,156,468,Lam North,pink salmon,50,1.092,wild,y,.,23-003,y,0.87
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,50,1.0024,wild,n,.,.,y,0.80
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,50,1.1093,wild,n,.,.,y,0.89
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,50,1.11,wild,n,.,.,y,0.89
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,50,1.2142,wild,n,.,.,y,0.97
Kiliuda,7/1/2023,July,1,2023,182,473,.,pink salmon,51,1.0592,wild,y,.,078-23,y,0.80
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,51,1.2321,wild,y,.,132-23,y,0.93
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,51,0.9436,wild,n,.,.,y,0.71
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,51,1.0377,wild,n,.,.,y,0.78
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,51,1.1121,wild,n,.,.,y,0.84
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,51,1.1846,wild,n,.,.,y,0.89
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,51,1.2001,wild,n,.,.,y,0.90
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,51,1.2545,wild,n,.,.,y,0.95
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,51,1.2613,wild,n,.,.,y,0.95
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,51,1.2702,wild,n,.,.,y,0.96
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,51,1.3875,wild,n,.,.,y,1.05
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,51,1.1444,wild,n,.,.,y,0.86
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,51,1.1629,wild,n,.,.,y,0.88
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,51,1.1784,wild,n,.,.,y,0.89
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,51,1.1803,wild,n,.,.,y,0.89
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,51,1.2286,wild,n,.,.,y,0.93
Cook,8/19/2023,Aug,19,2023,231,.,Lam North,pink salmon,52,1.2823,wild,y,.,013-23,y,0.91
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,52,1.08,wild,y,.,254-23,y,0.77
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,52,1.1733,wild,y,.,222-23,y,0.83
Cook,6/12/2022,June,12,2022,163,372,Lam North,pink salmon,52,1.0541,hatchery,y,Kitoi-KRAA,22-02,y,0.75
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,52,1.0954,wild,n,.,.,y,0.78
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,52,1.1809,wild,n,.,.,y,0.84
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,52,1.1935,wild,n,.,.,y,0.85
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,52,1.0746,wild,n,.,.,y,0.76
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,52,1.0848,wild,n,.,.,y,0.77
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,52,1.1664,wild,n,.,.,y,0.83
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,52,1.1739,wild,n,.,.,y,0.83
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,52,1.1884,wild,n,.,.,y,0.85
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,52,1.1967,wild,n,.,.,y,0.85
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,52,1.2008,wild,n,.,.,y,0.85
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,52,1.2504,wild,n,.,.,y,0.89
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,52,1.3345,wild,n,.,.,y,0.95
Agripina,7/4/2022,July,4,2022,185,381,.,pink salmon,53,1.1785,wild,y,.,22-79,y,0.79
Agripina,7/4/2022,July,4,2022,185,382,.,pink salmon,53,1.3737,wild,y,.,22-64,y,0.92
Point Wrangell,7/6/2022,July,6,2022,187,388,.,pink salmon,53,1.2856,wild,y,.,22-72,y,0.86
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,53,1.572,wild,y,.,22-104,y,1.06
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,53,1.2548,wild,y,.,244-23,y,0.84
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,53,1.3099,wild,y,.,172-23,y,0.88
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,53,1.3484,wild,n,.,.,y,0.91
Cook,5/19/2022,May,19,2022,139,356,EG West,pink salmon,53,1.3932,wild,n,.,.,y,0.94
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.1437,wild,n,.,.,y,0.77
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.2416,wild,n,.,.,y,0.83
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.2476,wild,n,.,.,y,0.84
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.2708,wild,n,.,.,y,0.85
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.2744,wild,n,.,.,y,0.86
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.2987,wild,n,.,.,y,0.87
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.3375,wild,n,.,.,y,0.90
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,53,1.4361,wild,n,.,.,y,0.96
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,53,1.1726,wild,n,.,.,y,0.79
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,53,1.1748,wild,n,.,.,y,0.79
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,53,1.2567,wild,n,.,.,y,0.84
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,53,1.265,wild,n,.,.,y,0.85
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,53,1.2872,wild,n,.,.,y,0.86
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,53,1.3436,wild,n,.,.,y,0.90
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,53,1.3465,wild,n,.,.,y,0.90
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,53,1.376,wild,n,.,.,y,0.92
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,53,1.5496,wild,n,.,.,y,1.04
Kiliuda,8/4/2022,Aug,4,2022,216,439,.,pink salmon,54,1.3195,hatchery,y,PWSAC,22-13,y,0.84
Agripina,7/4/2022,July,4,2022,185,385,.,pink salmon,54,1.4281,hatchery,y,PWSAC,22-109,y,0.91
Agripina,7/4/2022,July,4,2022,185,385,.,pink salmon,54,1.2449,wild,y,.,22-119,y,0.79
Point Wrangell,7/6/2022,July,6,2022,187,387,.,pink salmon,54,1.2841,wild,y,.,22-75,y,0.82
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,54,1.3109,wild,y,.,150-23,y,0.83
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,54,1.3692,wild,y,.,179-23,y,0.87
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,54,1.3772,wild,n,.,.,y,0.87
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,54,1.409,wild,n,.,.,y,0.89
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,54,1.4251,wild,n,.,.,y,0.91
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,54,1.3256,wild,n,.,.,y,0.84
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,54,1.3684,wild,n,.,.,y,0.87
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,54,1.406,wild,n,.,.,y,0.89
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,54,1.4406,wild,n,.,.,y,0.91
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,54,1.4902,wild,n,.,.,y,0.95
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,54,1.5917,wild,n,.,.,y,1.01
Agripina,7/4/2022,July,4,2022,185,381,.,pink salmon,55,1.2328,hatchery,y,CIAA,22-76,y,0.74
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,55,1.7187,hatchery,y,VFDA,22-106,y,1.03
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,55,1.6712,wild,y,.,22-100,y,1.00
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,55,1.3952,wild,y,.,131-23,y,0.84
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,55,1.4109,wild,y,.,136-23,y,0.85
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,55,1.2819,wild,n,.,.,y,0.77
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,55,1.4153,wild,n,.,.,y,0.85
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,56,1.914,hatchery,y,Kitoi-KRAA,22-107,y,1.09
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,56,1.4582,wild,y,.,22-153,y,0.83
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,56,1.4649,wild,y,.,141-23,y,0.83
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,56,1.645,wild,y,.,149-23,y,0.94
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,56,1.3617,wild,y,.,260-23,y,0.78
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,56,1.2725,wild,n,.,.,y,0.72
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,56,1.5196,wild,n,.,.,y,0.87
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,56,1.5236,wild,n,.,.,y,0.87
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,56,1.6475,wild,n,.,.,y,0.94
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,56,1.4589,wild,n,.,.,y,0.83
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,57,1.5229,wild,y,.,22-131,y,0.82
Agripina,7/4/2022,July,4,2022,185,382,.,pink salmon,57,1.6905,wild,y,.,22-65,y,0.91
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,57,1.9093,wild,y,.,22-99,y,1.03
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,57,1.9641,wild,y,.,22-108,y,1.06
Kiliuda,7/1/2023,July,1,2023,182,475,.,pink salmon,57,1.4834,wild,y,.,095-23,y,0.80
Kiliuda,7/1/2023,July,1,2023,182,475,.,pink salmon,57,1.6499,wild,y,.,099-23,y,0.89
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,57,1.4164,wild,y,.,250-23,y,0.76
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,57,1.5507,wild,n,.,.,y,0.84
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,57,1.5805,wild,n,.,.,y,0.85
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,57,1.7755,wild,n,.,.,y,0.96
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,57,1.8286,wild,n,.,.,y,0.99
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,57,1.4682,wild,n,.,.,y,0.79
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,57,1.5222,wild,n,.,.,y,0.82
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,57,1.5345,wild,n,.,.,y,0.83
Agripina,7/4/2022,July,4,2022,185,383,.,pink salmon,58,1.5612,hatchery,y,PWSAC,22-136,y,0.80
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,58,1.9064,hatchery,y,Kitoi-KRAA,22-102,y,0.98
Agripina,7/4/2022,July,4,2022,185,381,.,pink salmon,58,1.5476,wild,y,.,22-83,y,0.79
Fox,7/10/2022,July,10,2022,191,399,.,pink salmon,58,1.5659,wild,y,.,22-52,y,0.80
ALB,7/13/2022,July,13,2022,194,.,Lam #2,pink salmon,58,1.9302,wild,y,.,22-204,y,0.99
Kiliuda,7/1/2023,July,1,2023,182,475,.,pink salmon,58,1.7579,wild,y,.,092-23,y,0.90
Cook,5/19/2022,May,19,2022,139,353,Lam South,pink salmon,58,1.6228,wild,n,.,.,y,0.83
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,58,1.4912,wild,n,.,.,y,0.76
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,58,1.6188,wild,n,.,.,y,0.83
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,58,1.6735,wild,n,.,.,y,0.86
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,58,1.7227,wild,n,.,.,y,0.88
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,58,1.7357,wild,n,.,.,y,0.89
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,58,2.1644,wild,n,.,.,y,1.11
Fox,7/10/2022,July,10,2022,191,398,.,pink salmon,59,1.4981,hatchery,y,PWSAC,22-91,y,0.73
Baralof,7/15/2022,July,15,2022,196,411,.,pink salmon,59,1.6522,hatchery,y,CIAA,22-23,y,0.80
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,59,2.0082,wild,y,.,22-101,y,0.98
Mitro,7/8/2022,July,8,2022,189,396,.,pink salmon,59,2.0307,wild,y,.,22-105,y,0.99
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,59,1.6555,wild,y,.,126-23,y,0.81
Kiliuda,7/1/2023,July,1,2023,182,477,.,pink salmon,59,1.7864,wild,y,.,151-23,y,0.87
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,59,1.4972,wild,y,.,213-23,y,0.73
Rodman Reach,7/5/2023,July,5,2023,186,485,.,pink salmon,59,1.8648,wild,y,.,237-23,y,0.91
ALB,7/15/2023,July,15,2023,196,.,Backbay Lam #2,pink salmon,59,1.8893,wild,y,.,022-23,y,0.92
Falmouth,7/19/2023,July,19,2023,200,515,.,pink salmon,59,2.0437,wild,y,.,071-23,y,1.00
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,59,1.7219,wild,n,.,.,y,0.84
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,59,1.7427,wild,n,.,.,y,0.85
Chief Cove,5/22/2022,May,22,2022,142,360,CH-2,pink salmon,59,1.7688,wild,n,.,.,y,0.86
Chief Cove,5/22/2022,May,22,2022,142,362,CH-4,pink salmon,59,1.9137,wild,n,.,.,y,0.93
Kiliuda,5/24/2022,May,24,2022,144,369,Kil-2,pink salmon,59,1.7123,wild,n,.,.,y,0.83
Kiliuda,5/24/2022,May,24,2022,144,366,Kil-4,pink salmon,59,1.7255,wild,n,.,.,y,0.84
